PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|SF_TYPE|STYLE|LOT_SIZE|ACRE|SQUARE_FEET|GARAGE_SPACES|GARAGE_PARKING|BASEMENT|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|LIV_LEVEL|LIV_DIMEN|LIV_DSCRP|DIN_LEVEL|DIN_DIMEN|DIN_DSCRP|FAM_LEVEL|FAM_DIMEN|FAM_DSCRP|KIT_LEVEL|KIT_DIMEN|KIT_DSCRP|MBR_LEVEL|MBR_DIMEN|MBR_DSCRP|BED2_LEVEL|BED2_DIMEN|BED2_DSCRP|BED3_LEVEL|BED3_DIMEN|BED3_DSCRP|BED4_LEVEL|BED4_DIMEN|BED4_DSCRP|BED5_LEVEL|BED5_DIMEN|BED5_DSCRP|BTH1_LEVEL|BTH1_DIMEN|BTH1_DSCRP|BTH2_LEVEL|BTH2_DIMEN|BTH2_DSCRP|BTH3_LEVEL|BTH3_DIMEN|BTH3_DSCRP|LAUNDRY_LEVEL|LAUNDRY_DIMEN|LAUNDRY_DSCRP|OTH1_ROOM_NAME|OTH1_LEVEL|OTH1_DIMEN|OTH1_DSCRP|OTH2_ROOM_NAME|OTH2_LEVEL|OTH2_DIMEN|OTH2_DSCRP|OTH3_ROOM_NAME|OTH3_LEVEL|OTH3_DIMEN|OTH3_DSCRP|OTH4_ROOM_NAME|OTH4_LEVEL|OTH4_DIMEN|OTH4_DSCRP|OTH5_ROOM_NAME|OTH5_LEVEL|OTH5_DIMEN|OTH5_DSCRP|OTH6_ROOM_NAME|OTH6_LEVEL|OTH6_DIMEN|OTH6_DSCRP|COUNTY|STATE|YEAR_BUILT|ASSESSMENTS|TAXES|TAX_YEAR|PARKING_FEATURE|NO_BATHS|YEAR_BUILT_DESCRP|CONSTRUCTION|ROOF_MATERIAL|COLOR|EXTERIOR_FEATURES|INTERIOR_FEATURES|FLOORING|LOT_DESCRIPTION|BASEMENT_FEATURE|ROAD_TYPE|HEAT_ZONES|HEATING|COOLING_ZONES|COOLING|ELECTRIC_FEATURE|WATER|SEWER|APPLIANCES|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|HOME_OWN_ASSOCIATION|FEE_INTERVAL|TOTAL_PARKING|SHORT_SALE_LENDER_APP_REQD|AboveGradeFinishedArea|BelowGradeFinishedArea|TITLE5
"SF"|73289848|"TEAM0328"|"M64100"|"ACT"|273000|"11"|"Joseph Street"||851||"01001"|"N"|"Discover comfort and practicality in this perfectly situated well-loved Cape Cod style home on a dead-end street in the heart of Agawam. It's convenient to Ct., Bradley Airport, the CT river walk and many highways and major routes as well. This happy home with many years of great memories boasts lots of oak flooring throughout the first floor, many replacement windows, and a thoughtfully designed opening between kitchen and living room that provides passthrough light in both spaces. The stove, microwave, dehumidifier in basement, washer and dryer are all included for the buyer's enjoyment. Make your appointment today!!!"|25|9/13/2024 11:38:00 AM|0|"N"||"A"|"C"|10019|0.23|1152|0||"Y"|6|4|1|0|"N"|"1"||"C,K"|||||||"1"||"K"|"1"||"G,K"|"1"||"G,K"|"2"|||"2"||||||"1"||"A,7"|||||||"B"|||||||||||||||||||||||||||"Hampden"|"MA"|1955|244000|3548|"2024"|"A"|"1f;0h"|"B"||"A"|"white"|"O"||"D,M"|"C"|"G,I"|"C"|1|"B,N"||"H"|"D"|"A"|"A"|"A,F,K,L"|"N"||"N"||"N"|"N"||"N"||4|"N"|1152||
"SF"|73230988|"M9502239"|"M80012"|"ACT"|599900|"104"|"Wheel Meadow Dr"||852||"01106"|"N"|"Come take a look at these newly exposed & absolutely gorgeous hardwood floors! This single owner brick ranch, w/hip roof, and curb-appeal galore, is perfectly situated on a cul-de-sac street convenient to all town amenities, I-91 & Bradley International airport. Immediately upon entering, you'll be welcomed by a gracious living room with brick fireplace, and a wall of windows overlooking the professionally landscaped grounds & private, wooded yard. The living room flows right into the dining room which opens to a cozy family room/office boasting a built-ins, loads of natural light and exterior access for outdoor relaxation or entertaining. Bright & sunny, the eat-in kitchen has been updated with granite counters, & stainless appliances. A powder room & 1st floor laundry is conveniently situated just beyond. Bedrooms are spacious, especially the primary which features sliders to the back patio. Finished space in the basement includes a 2nd fireplace too! Invest in this home!"|42|8/18/2024 3:26:00 PM|0|"N"||"A"|"E"|30871|0.71|2436|2|"A,E"|"Y"|7|3|2|2|"Y"|"1"||"C,K,47,50,54"|"1"||"K,63"|"1"||"W,L,M,47,63"|"1"||"L,O,T,U,47,51,61,63"|"1"||"A,I,K,2,41,50"|"1"||"V,K"|"1"||"V,K"|||||||"1"||"B,L,62"|"1"||"A,L,62,64"|"1"||"A,14,21,L,47"|"1"||"W,L,41,64"|"FOY"|"1"||"J,9,64"|"GRM"|"B"||"C,M"|"BTH"|"B"||"B,M,62"|||||||||||||"Hampden"|"MA"|1953|517700|10706|"2024"|"A"|"2f;2h"|"A"||"A"|"brick"|"D,M,S,T"|"C"|"C,E,M"|"B,C"|"A,E"|"A"||"B,N,O"|2|"A"|"D"|"A"|"A"|"A,C,D,I,J,K,L"|"N"||"N"|||"N"|"Does not include finished, heated space in basement."|||6|"N"|2436|1268|
"SF"|73260134|"M8000534"|"M95357"|"ACT"|699000|"46"|"Northfield Road"||852||"01106"|"N"|"HOME SWEET HOME! Nestled in a tranquil setting yet conveniently close to everything, this classic Colonial offers ample space for everyone. The traditional center hall layout includes a formal living room, formal dining room, and a spacious eat-in kitchen that opens to the family room. An extensive, light-filled sunroom addition enhances the living space. The upper level features four generous bedrooms, including a primary suite with an en-suite bath. The lower level provides additional finished space for your needs. Some additional highlights include first-floor laundry, a newer heating system and central air, two driveways, shiny hardwood floors and a prime location near the rear entry to Turner Park."|40|9/17/2024 3:50:00 PM|0|"N"||"A"|"A"|21902|0.5|2882|2|"A"|"Y"|9|4|2|1|"Y"|"1"|"13X24"|"K,2,67"|"1"|"15X12"|"K,2,63"|"1"|"13X19"|"C,72,K,N,2,64"|"1"|"10X11"|"G,L,O,2,41,50,61,64"|"2"|"16X14"|"A,G,M"|"2"|"13X11"|"V,K"|"2"|"13X11"|"V,K"|"2"|"13X11"|"V,K"||||"1"|"4X5"|"B,L,62"|"2"|"7X8"|"A,21,L,36,63"|"2"|"8X6"|"A,22,L,62"|"1"|||"SUN"|"1"|"17X16"||"OTH"|"B"|"26X22"|"V,M"|||||||||||||||||"Hampden"|"MA"|1973|646200|13363|"2024"|"A,N"|"2f;1h"|"B"|"A"|"A"|"Brown"|"D,M"||"C,M"|"A,C,U"|"A,E"|"A,C"|3|"B,N,13"|3|"A,V"|"D"|"A"|"A"|"A,C,I"|"N"||"N"||"N"|"N"||||8|"N"|2882||
"SF"|73264167|"M0000593"|"M95273"|"ACT"|739900|"591"|"Pinewood Dr"||852||"01106"|"N"|"Welcome to style and luxury in one of the most highly sought-after neighborhoods in Longmeadow! Just a short walk to shops, restaurants, and schools! Upon entering this home, you are greeted by elegant trim details in the foyer, living room, and dining room including upgraded stairway, wainscot paneled walls, layered crown molding, handcrafted built-in bookcases, along with a beautiful gas fireplace. All of this is set within a spacious, open area and bathed in natural light from large windows and enhanced by beautiful red oak hardwood floors and 9-foot tall ceilings. The kitchen is a chef's dream, with beautiful painted cabinetry, granite countertops, and stainless steel appliances. Laundry is on the 1st floor as well for convenience. The second-floor bedrooms are exceptionally spacious, offering comfort and privacy. Don’t miss your chance to see this stunning home in person!"|33|7/12/2024 5:51:00 PM|0|"N"||"A"|"A"|21616|0.5|3000|3|"A,E,L"|"Y"|9|4|2|1||"1"|"20X15"|"C,W,K,2,27,47,54,67"|"1"|"18X15"|"K,2,47,54,55,67"|"1"|"13X13"|"K,2,27,55,67"|"1"|"22X13"|"L,O,T,U,2,5,26,41,47,51,67"|"2"|"18X13"|"A,G,K"|"2"|"17X13"|"G,K"|"2"|"15X13"|"G,K"|"2"|"13X13"|"G,K"||||"1"||"B,L"|"2"||"A,22,L"|"2"||"A,24,L"|"1"|||"FOY"|"1"|"15X10"|"2,55,67"|"GRT"|"B"|"29X12"|"M"|||||||||||||||||"Hampden"|"MA"|1979|692400|14319|"2024"|"N"|"2f;1h"|"A"|"A,M"|"A"||"7,M,T,V"|"A,C,D,M,R"|"C,E,M"|"A,C"|"A,E,G,M,R"|"A,C,E,I"|2|"B,N"|2|"A"|"D,H"|"A"|"A"|"A,C,D,F,I,K,L,W,Y"|"N"|||||"N"|"Basement living area is approximate."|||12|"N"|3000|350|
"SF"|73269890|"M9502521"|"M80012"|"ACT"|719000|"77"|"Magnolia Cir"||852||"01106"|"N"|"CLASSIC CHAPDELAINE RANCH!    Lovely proportions and gracious OPEN FLOOR PLAN living space.   NEW (2024) WHITE KITCHEN with QUARTZ COUNTERTOPS and stainless-steel appliances.   Welcoming foyer with refinished terrazzo flooring and signature Chapdelaine curved wall is open to the living room flooded with natural light and a STACKED STONE FIREPLACE. Refinished hardwood floors throughout.   The dining room and family room are generously sized and open to the RENOVATED LARGE KITCHEN.   The primary bedroom is located at the back of the house and is en-suite with an upgraded bath. Two additional bedrooms and full bath.   FIRST FLOOR LAUNDRY.  Updated roof and heating/cooling system for peace of mind. The basement is open for expansion possibilities.  Desirable location on a cul-de-sac street near the town center shopping and restaurants."|40|8/1/2024 4:58:00 PM|0|"N"||"A"|"E"|19737|0.45|2498|2|"A,E"|"Y"|7|3|2|0|"Y"|"1"||"C,K,4,67"|"1"||"K,44,67"|"1"||"K,41,44,67"|"1"||"K,O,U,5,41,44,48,51"|"1"||"13,V,K,L"|"1"||"V,K"|"1"||"V,K"|||||||"1"||"13,19,L"|"1"||"A,21,7"||||"1"||"39,41,57"|"FOY"|"1"||"V,L"|||||||||||||||||||||"Hampden"|"MA"|1959|537000|11105|"2024"|"A,N"|"2f;0h"|"B"|"A"|"A"|"Beige"|"D,M,S,T"|"D"|"C,M,G"|"C"|"A,J,M"|"A"|1|"B,N"|1|"A"|"D,H"|"A"|"A"|"A,C,D,F,I,K,L"|"N"||"N"||"N"|"N"||||6|"N"|2498||
"SF"|73269891|"M8000534"|"M95357"|"ACT"|575000|"24"|"Crescent Road"||852||"01106"|"N"|"They don’t build them like this anymore. Discover a timeless gem in this elegant Colonial, seamlessly blending preservation with modern enhancements. The inviting farmhouse-style porch leads to a charming foyer. Be awestruck by the living room/parlor with nearly 9-foot ceilings, exquisite woodwork, coffered ceilings, and built-ins with original leaded glass. Amazing dining room with french doors and original built-ins. The updated kitchen opens to the family room and sitting room, creating a harmonious living space. Spanning three full finished levels, there is abundant space for everyone. The second level offers three bedrooms and two full baths, including a primary suite with an en-suite bath and walk-in closet. The third floor boasts a massive rec room, another bedroom, and a full bath. A finished room in the basement adds versatility. Conveniently located near Town Green this home has many updates, including many windows, a heating system and much more."|40|9/17/2024 4:44:00 PM|0|"N"||"A"|"A"|22500|0.52|3443|2|"B"|"Y"|8|4|3|1|"Y"|"1"|"15X27"|"C,28,W,K,N,2,55,64,67,76,81"|"1"|"14X13"|"K,2,55,63,67"|"1"|"17X18"|"K,X,2,41,63"|"1"|"10X13"|"K,2,51,63"|"2"|"15X15"|"A,K,62,63"|"2"|"14X13"|"V,K,63,81"|"2"|"10X13"|"V,K,62"|"3"|"14X18"|"B,K"||||"1"|"3X4"|"B,L,62"|"2"|"9X8"|"A,24,L,62"|"2"|"13X15"|"A,14,19,I,L,62,63"|"B"|||"BTH"|"3"|"5X8"|"A,22,L,62"|"OTH"|"3"|"25X18"|"V,M,64"|"OTH"|"B"|"26X27"|"M,47,64"|||||||||||||"Hampden"|"MA"|1919|451000|9327|"2024"|"A,N"|"3f;1h"|"B"|"A"|"A"|"White"|"12,D"||"C,M"|"B,C,R"||"A,C"||"G,N"||"H"||"A"|"A"|"A,C,F,I"|"N"||"N"|||"N"||"N"||6|"N"|3443||
"SF"|73274133|"CN217099"|"AN7279"|"ACT"|469000|"158"|"Converse Street"||852||"01106"|"N"|"WELCOME to this CHARMING COLONIAL centrally located it's just a short walk to the Shops, park, and all your favorite restaurants.  This home offers a SPACIOUS floor plan with hardwoods throughout.  The first floor features a kitchen, dining room, living room with fireplace, and full bath. Recently, added was an amazing bonus room with double sliders overlooking your private backyard.  The second floor features 3+ bedrooms and another full bath. This home's third floor has 2 large additional rooms with full windows and hardwoods.  The lower level is partially finished in 2021 with tile flooring and has a laundry room and storage area. This home has so much to offer and was cared for over the years with love.  The home has hardwoods throughout, pella windows, and the kitchen cabinets are handmade mennonite from Country side woodcraft.  This home has an attached 2-car garage. Newer boiler and water heater!"|35|8/6/2024 11:37:00 AM|0|"N"||"A"|"A"|12632|0.29|2567|2|"A"|"Y"|8|3|2|0|"N"|"1"||"C,K"|"1"||"W,K"|"1"||"K,44,47,48,50"|"1"||"L,U"|"2"||"H,K"|"2"||"H,K"|"2"||"H,K"|"2"||"K"||||"1"||"A,55"|"2"||"L"||||"B"|||"OTH"|||"K"|||||||||||||||||||||"Hampden"|"MA"|1939|385700|7976|"2024"|"N"|"2f;0h"|"A"|"A"|"A"|"Sage"|"C,M,S,W,14"|"D"|"C,M"|"C,N,S"|"A,E"|"A"|2|"E,G,N"|0|"B"||"A"|"A"|"A,D,F,I,K,L"|"N"|||||"N"|"Public record lists 2165 not counting recent addition of 402 sq. ft added on in recent years."|"N"||4|"N"|2567||
"SF"|73278670|"CT003111"|"M80012"|"ACT"|779900|"197"|"Farmington Road"||852||"01106"|"N"|"Classic Kibbe BRICK colonial offers stately curb appeal, quality, good proportions, custom millwork, hardwoods, circular flow & inviting functional interiors in coveted neighborhood. Gracious foyer w/wide turned staircase invites w/sight lines of living room w/gas fireplace to dining room featuring custom corner cabinet w/arched glass fronts. Kitchen showcases SieMatic white cabinetry, granite countertops, high-end appliances, center island & pantry closet w/wide opening to great room addition w/custom bookcases & loads of natural light through newer windows- all framing vistas of well landscaped yard w/park side living w/direct access to woods & walking trails plus a beautiful Goshen stone patio, stone walls & custom designed outdoor grill. 2nd floor houses primary suite w/high-end renovated bath w/double vanity & walk-in tiled shower, 3 more bedrooms, convenient laundry closet & classic black & white full bath. Walk-up attic provides great storage space and/or future living space."|42|9/6/2024 8:50:00 PM|0|"N"|"Kibbe Tract"|"A"|"A"|12480|0.29|2608|2|"A,E"|"Y"|8|4|2|1|"Y"|"1"||"C,K,2,67,74"|"1"||"W,K,2,30,55,62,64,67"|"1"||"W,K,2,27,41,47,64,67"|"1"||"K,T,U,2,5,47,48,51,67"|"2"||"13,14,G,I,K,M,27,67"|"2"||"I,K,M,67"|"2"||"G,V,K,67"|"2"||"V,K,67"||||"1"||"B,3,2,64,67,70"|"2"||"A,21,L,62,67"|"2"||"13,14,3,U,26,36,47,48,62"|"2"||"39,57"|"PLY"|"B"||"7,47"|||||||||||||||||||||"Hampden"|"MA"|1947|690000|14269|"2024"|"N"|"2f;1h"|"B,D"|"A"|"A,G"|"Brick"|"A,D,M,S,T,U,V,21"|"C,D,H,N"|"C,E,J,M,R"|"B,S"|"A,C,E,G"|"A,C,E,I"|1|"B,N"|2|"A"|"D"|"A"|"A"|"B,C,D,F,H,I,K,L"|"N"||"N"||"N"|"N"||"N"||5|"N"|2608|306|
"SF"|73280676|"TEAM0493"|"M80012"|"ACT"|975000|"162"|"Magnolia Cir"||852||"01106"|"N"|"Discover tranquility and spaciousness in this 4,238 sq ft custom designed Ranch home nestled on a private 0.7 acre level lot with an inviting inground pool and thoughtfully landscaped surroundings, including new blue ice landscaping stones and plantings around the entire home. Bathed in natural light, the interiors are designed for comfort and functionality, featuring soaring ceilings, skylights, and a chef’s kitchen that anchors the living space. Ideal for hosting gatherings, the home offers a relaxed ‘vacation at home’ atmosphere. With 4 bedrooms, including 2 private suites, this bespoke residence provides great flow and ample room for both gatherings and private retreat, inside and out. Lower level offers a finished game/media room and the pool table conveys at closing. Centrally located, less than a mile from Longmeadow Shops town center and the high school, this one-of-a-kind property epitomizes comfort, elegance, and the ultimate in suburban living."|41|8/22/2024 9:10:00 AM|0|"N"||"A"|"E"|30362|0.7|4238|2|"A,E"|"Y"|8|4|3|1|"Y"|"1"||"C,E,F,K,X,2,41,44,47,54"|"1"||"K,4,2,44,47,62,64,77"|"1"||"C,E,F,W,K,4,2,41,44,47,48,50"|"1"||"E,F,L,O,U,33,2,5,26,47,51,64"|"1"||"A,14,C,F,I,V,K,2,41,47,50"|"1"||"A,V,K,2,10,47"|"1"||"V,M,2,47"|"1"||"V,2,47"||||"1"||"A,24,E,L,U,2"|"1"||"A,22,L,2"|"1"||"A,14,24,L,2"|"1"||"L,2,78"|"EHL"|"1"||"E,72,K,L,2,47,74"|"BTH"|"1"||"B,L,62"|"GRM"|"B"||"J,1,27,44"|||||||||||||"Hampden"|"MA"|1958|854200|17665|"2024"|"A,N"|"3f;1h"|"B"|"A"|"A"|"Stone"|"D,H,M,N,O,T,U,V,W"|"D"|"C,E,M"|"C,N,S"|"A,C,E,G,I,J,M"|"A,C,E"|2|"B,N"|2|"A"|"D"|"A"|"A"|"A,B,C,D,K,L"|"N"||"N"||"N"|"N"|"Garage comfortably parks 3 cars"|"N"||7|"N"|4238||
"SF"|73280953|"M9501148"|"M80012"|"ACT"|477600|"124"|"Barrington Road"||852||"01106"|"N"|"Unique Offering! Spacious 2,469 square foot, one owner home, built in 1980! Outstanding curb appeal and is nestled down a private, stone driveway on 2 acres of land offering fabulous views, professional gardening and landscaping with total privacy! Permitted rental apartment has one bedroom, full bath, living room and kitchen, Car enthusiasts or business owners will love the 3 car attached garage, plus 2 car detached garage with beautiful cupola & brass weathervane. This sunny ranch has an open floor plan with cathedral ceilings, skylights, tile, hardwood floors, 1st floor laundry/mudroom and deck. Main bedroom has a full bath, 3 closets & fireplace. Walk out basement has 3 finished rooms, storage & utility closets & fireplace. This is a rare opportunity to live on 2 private acres in Longmeadow with close proximity to 91 North and South! A nature lovers paradise!"|41|8/22/2024 3:09:00 PM|0|"N"||"A"|"E"|87235|2|2469|5|"E,G,H,L"|"Y"|7|2|3|0|"Y"|"1"||"K,N"|"1"||"F,G,W,9,47"|"1"||"E,F,28,K,35,47"|"1"||"E,W,L,T,47"|"1"||"A,C,V,K,N"|"2"||"M"||||||||||"1"||"A,L"|"1"||"A,L"|"2"||"A,L"|"1"||"V,L"|||||||||||||||||||||||||"Hampden"|"MA"|1980|492300|10181|"2024"|"A"|"3f;0h"|"A"||"A"|"Brown"|"C,S,14"|"D"|"A,C,D,M"|"W"|"A,E,F,G"|"A,C,E"||"D,N"||"H"|"D"|"A"|"A"|"A,C,I,K,L"|"N"|||||"N"|"Does not include square footage in walk out basement"|"N"||11|"N"|2469||
"SF"|73283463|"CN215970"|"AN7318"|"ACT"|299999|"40"|"Sunset Ln"||852||"01106"|"U"|"Charming 1,166 sq ft ranch in desirable Longmeadow, MA, ideally situated near the highway for easy commuting. This home features 2 bedrooms, a large full bath with first-floor laundry, and a generous eat-in kitchen. Enjoy the serene .31 acre flat lot on a private street, perfect for relaxation or entertaining. The screened-in porch adds an extra touch of comfort to this property. Showings will start at the Open House on Sunday 9/8~ 12-1:30p."|17|9/5/2024 7:48:00 AM|0|"N"||"A"|"E"|13450|0.31|1166|0||"Y"|5|2|1|0||"1"|||||||||"1"|||"1"|||"1"|||||||||||||||||||||"1"|||||||||||||||||||||||||||"Hampden"|"MA"|1958|254300|5259|"2024"|"A"|"1f;0h"|"B"||"A"||"12,D"|"H"||"S"||"A"||"B,M"||"A"||"A"|"C"||"N"|||||"N"||||4|"U"|1166||"D"
"SF"|73286249|"CT003111"|"M80012"|"ACT"|711000|"60"|"Farmington Avenue"||852||"01106"|"N"|"WONDERFUL CURB APPEAL & CHARM GALORE, this center hall colonial is centrally located in quaint & desirable neighborhood w/i short distance to all schools, parks & town center. Home boasts generous interiors over 3 floors, superb functionality & flow. Front to back living room welcomes w/fireplace, custom built-ins & French doors leading to 4 season sunroom w/three walls of windows. Renovated kitchen showcases plenty of Kraftmaid cabinetry, granite tops, pressed tin backsplash, stainless appliances, back staircase & large center accent island leading to dining room w/chair rail, recessed panel wainscot & double French doors accessing cozy den. 2nd floor features updated full bath w/double vanity & convenient laundry area plus 3 bedrooms, all w/ mini splits & closets, including primary suite w/spa-like bath w/large tiled walk-in shower, soaking tub & double vanities. 3rd floor features 2 more bedrooms w/mini splits plus 3rd full bath. Enjoy the outdoors w/2 paver patios & fenced-in yard."|42|9/6/2024 9:39:00 AM|0|"N"||"A"|"A"|9900|0.23|3241|2|"B,E,G"|"Y"|10|5|3|1|"Y"|"1"||"C,W,K,X,2,62,67"|"1"||"K,X,2,30,55,62,64"|"1"||"X,2,27,64,79"|"1"||"K,U,2,5,41,47,48,51,59,60,64,79,81"|"2"||"A,14,V,K,27,67"|"2"||"V,K,62,67"|"2"||"I,K,37,62,67"|"3"||"V,M,64"|"3"||"G,V,9,64"|"1"||"B,U,2,62,79"|"2"||"A,14,21,E,H,W,L,36,39,47,48,57,62,64,66,73"|"2"||"A,14,21,E,W,L,U,36,47,48,63,73,80"|"2"||"A,L,39,57"|"SUN"|"1"||"G,M,X,2,64"|||||||||||||||||||||"Hampden"|"MA"|1923|561500|11612|"2024"|"N"|"3f;1h"|"A,D"|"A"|"A,G"|"Yellow"|"D,M,S,T,V,W,17"|"C,D,H,N"|"C,E,M,U"|"A,C,P,S"|"A,G"|"A,C,E,I"|2|"E,G,N"|7|"A,V"|"D,H"|"A"|"A"|"B,C,D,F,H,I,K,L,Q"|"N"||"N"||"N"|"N"|"Town record does not have the third floor measurements correct- floor plan attached as reference"|"N"||6|"N"|3241||
"SF"|73287093|"TM327541"|"AN7279"|"ACT"|449900|"505"|"Converse St"||852||"01106"|"N"|"Well loved & spacious 3 bed, 2 full bath Cape HOME with 2 car attached garage & brand new fenced in yard! So many big ticket items DONE! New Fence, roof, central air, hot water tank, 200 amp electrical & more! Enter the home into the spacious mudroom featuring sliders out to the  private backyard perfect for pets, kids & gatherings complete with playscape & large double gate for easy access. Over 2000 sq ft of living with main bedroom, full bath, kitchen, dining room & living room on the first floor & 2 more additional bedrooms & full bath on the second floor. Boasting hardwood floors, recessed lighting, updated kitchen & baths & additional office/playroom in the lower level. There is plenty of storage & space to grow in this one! All this & conveniently located to local amenities, all school levels & offers easy highway access! Schedule a private showing today of this Beauty!"|39|9/8/2024 10:39:00 PM|0|"N"||"A"|"C"|15000|0.34|2080|2|"A,E"|"Y"|6|3|2|0||"1"||"C,K,2,47"|"1"||"K,2,55"||||"1"||"L,T,2"|"1"||"K,2"|"2"||"V,K"|"2"||"I,K"|||||||"1"||"A,L,2"|"2"||"A,L"||||"B"|||"HMO"|"B"||"M"|||||||||||||||||||||"Hampden"|"MA"|1952|406800|8413|"2024"|"A,N"|"2f;0h"|"A"|"A"|"A"|"Tan"|"D,M,W"|"C,D,V"|"C,M"|"C,N,P,S"|"A,E,G,I,R"|"A,C,E"||"B,M"||"A"|"H"|"A"|"A"|"A,C,D,F,I,K,L"|"N"||"N"||"N"|"N"|"Does not include a finished office/playroom in the lower level"|"N"||8|"N"|2080||
"SF"|73287755|"M8000521"|"AN7885"|"ACT"|424900|"154"|"Pleasantview Avenue"||852||"01106"|"N"|"This bright & charming home features a freshly painted exterior & recently updated landscaping. The inviting eat-in kitchen boasts abundant natural light, with convenient sliders leading to a back deck. The dining room provides a perfect setting for gatherings, with direct access to a updated lovely screened-in porch. The first floor showcases a generous size living room with gleaming wood floors & marble fireplace. Upstairs, find four well-sized bedrooms with hardwood floors. Access to a walk-up attic, equipped with flooring & insulation, offer additional room to grow. A partially finished basement provides extra space for your needs. Outside, enjoy a private backyard, deck & access to the screened in porch.  Other features include energy-efficient solar panels, roof replaced in 2018, plus a two-car garage with interior & exterior access. Located on a picturesque street with nearby conveniences & easy access to the highway, this home is a true gem, ready for you to make it your own."|26|9/10/2024 11:53:00 AM|0|"N"||"A"|"A"|10934|0.25|1927|2|"A,E"|"Y"|7|4|1|1||"1"||"C,K"|"1"||"W,K,69"||||"1"||"B,V,1,O,T,35,41,50"|"2"||"G,V,K"|"2"||"G,V,K"|"2"||"V,K,10"|"2"||"G,V,K"||||"1"||"B,2"|"2"||"A,L"||||"B"||"39,57,78"|||||||||||||||||||||||||"Hampden"|"MA"|1950|379800|7854|"2024"|"A,N"|"1f;1h"|"A"||"A"|"White"|"12,7,M,W"|"H"|"M,S"|"C"|"A,E"|"A,C"||"H,N"||"B"|"B"|"A"|"A"|"A,C,D,I,L"|"N"||"N"|||"N"||||6|"N"|1927||
"SF"|73288190|"CN209272"|"M80012"|"ACT"|679900|"67"|"Blueberry Hill Rd"||852||"01106"|"N"|"Welcome to your dream home! This charming 4 bed, 3 bath colonial residence seamlessly blends classic elegance with modern comforts. Nestled in a serene and highly sought-after Blueberry Hill neighborhood, this property offers the perfect setting for both relaxation and entertaining. The living room boasts a cozy fireplace and large windows, filling the space with natural light. The formal dining room is perfect for family gatherings and special occasions.The kitchen is the heart of the home and features stainless steel appliances, granite countertops, a center island with seating, and ample cabinetry. Each bedroom is thoughtfully designed with ample closet space and easy access to well-appointed bathrooms. Enjoy the outdoors in your landscaped backyard featuring a spacious deck, perfect for summer barbecues. Conveniently located near schools, parks, shopping, and dining options. Easy access to major highways ensures a smooth commute to work and other amenities! Showings begin 9/13."|42|9/11/2024 4:42:00 AM|0|"N"||"A"|"A"|22444|0.52|2166|2|"A"|"Y"|8|4|2|1||"1"||"C,K,27,64,67"|"1"||"K,30,55,67"|"1"||"C,E,G,72,9,27,41,44,47,64,67"|"1"||"K,U,2,5,44,47,51"|"2"||"V,K"|"2"||"V,K"|"2"||"V,K"|"2"||"V,K"||||"1"||"B,L,2,48,62"|"2"||"A,14,21,H,L,48"|"2"||"13,22,L,62"|"1"||"2"|||||||||||||||||||||||||"Hampden"|"MA"|1968|570100|11790|"2024"|"A,N"|"2f;1h"|"A"||"A"|"White"|"C,9,M,O,T,17"|"A,C,D"|"A,C"|"A,C,N"|"A,D"|"A"|2|"D,N"|2|"A"|"H"|"A"|"A"|"A,C,D,F,I,K,L"|"N"|||||"N"||||6|"N"|2166||
